Fecha,Año,País,Estado,Sexo,Edad,Provocado,Fatal,Hora_limpia,Momento_día,Especie_grupo,Herida
1978-06-07,1978,ITALY,Golfo de Venezia,NAN,,,,,,,"No injury, white shark struck platform"
1978-04-02,1978,MARSHALL ISLANDS,Ralik Archipelago,M,25,,False,,,,Laceration to left hand
1978-04-02,1978,MARSHALL ISLANDS,Ralik Archipelago,M,23,,False,,,,Lacerations to right forearm 
,1978,AUSTRALIA,Tasmania,M,,,False,,,,Thigh bitten
1978-03-05,1978,SOUTH AFRICA,Eastern Cape Province,NAN,,,False,,,,"No injury to occupants; shark rammed boat 4 times, bit engine & cracked the hull"
1978-02-28,1978,SOUTH AFRICA,Western Cape Province,NAN,,,False,3,Madrugada,,"Shark jumped in boat, but no injury to occupants"
1978-02-19,1978,SOUTH AFRICA,Western Cape Province,M,,,False,,,Blanco,"No injury, rammed by shark"
1978-01-07,1978,SOUTH AFRICA,KwaZulu-Natal,M,17,,False,12,Tarde,,"Left leg, ankle & foot bitten"
1978-01-06,1978,SOUTH AFRICA,KwaZulu-Natal,M,,,,,,,"Human head recovered from 3 m [10'] tiger sharks gut, probable drowning / scavenging"
1978-01-01,1978,USA,Florida,F,,,False,,,,Foot bitten
1978-01-01,1978,VANUATU,Malampa Province,F,,,True,,,,FATAL
1977-12-31,1977,USA,Hawaii,M,49,,False,,,,Feet lacerated
1977-12-19,1977,USA,Florida,M,27,,False,,,,Laceration to right hand
1977-12-19,1977,SOUTH AFRICA,Eastern Cape Province,M,18,,False,10,Mañana,Tigre,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh"
1977-12-01,1977,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,No injury to occupant: shark bit boat's port chine
1977-11-12,1977,SOUTH AFRICA,Western Cape Province,M,,,False,,,,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT
1977-10-30,1977,SOUTH AFRICA,Western Cape Province,M,25,,False,16,Tarde,Blanco,"No injury, shark bit speargun & pushed diver through the water"
1977-08-31,1977,AUSTRALIA,South Australia,M,17,,False,16,Tarde,Blanco,"Board rammed &  bitten, left thigh lacerated"
1977-08-23,1977,AUSTRALIA,Queensland,M,25,,True,,,,"FATAL, left arm severed, legs bitten "
1977-08-19,1977,SOUTH AFRICA,Western Cape Province,M,,,False,13,Tarde,Blanco,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable"
1977-08-14,1977,USA,California,M,20,,False,11,Mañana,Blanco,Leg lacerated
1977-08-05,1977,USA,Florida,M,17,,,,,,Lacerations to hip and leg
1977-07-02,1977,USA,California,M,21,,False,,,,Laceration to right hand
1977-06-26,1977,USA,Florida,M,27,,False,,,Toro,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot"
1977-06-06,1977,USA,Texas,M,25,,False,,,Toro,Lacerations to wrist
1977-05-26,1977,SOUTH AFRICA,Western Cape Province,M,,,False,,,,Lombard's thigh was lacerated by shark that leapt into boat 
1977-05-16,1977,AUSTRALIA,Queensland,M,,,,,,,"Missing, believed taken by a shark"
1977-04-26,1977,AUSTRALIA,Queensland,M,,,False,,,,Survived
1977-04-21,1977,USA,Hawaii,M,,,False,,,,Arm bitten
1977-03-17,1977,SOUTH AFRICA,Western Cape Province,M,31,,False,17,Tarde,,Right foot bitten
1977-03-13,1977,AUSTRALIA,Queensland,M,32,,False,,,,"His feet were bitten by sharks, but he was rescued by a charter boat that arrived on the scene just an hour and 15 minutes after the sharks first appeared, too late to save the lives of Hayes and Beaver"
1977-03-13,1977,AUSTRALIA,Queensland,M,74,,True,,,,FATAL
1977-03-13,1977,AUSTRALIA,Queensland,M,45,,True,,,,FATAL
1977-02-26,1977,AUSTRALIA,New South Wales,M,24,,False,,,,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard"
1977-02-04,1977,AUSTRALIA,Victoria,M,,,,,,,Shark involvement prior to death was unconfirmed
1977-02-01,1977,NEW CALEDONIA,,NAN,,,False,,,,Face & thorax bitten
1977-01-01,1977,MEXICO,Guerrero,M,,,True,14,Tarde,,"FATAL, left leg severed, neck cut  "
1976-12-29,1976,AUSTRALIA,Queensland,M,,,False,,,,Survived
1976-12-18,1976,USA,California,M,29,,False,9,Mañana,Blanco,Buttocks & hip bitten
1976-11-27,1976,SOUTH AFRICA,Western Cape Province,M,19,,False,16,Tarde,Blanco,Torso bitten
1976-11-26,1976,AUSTRALIA,Queensland,NAN,,,,,,,"Missing, believed taken by a shark, but not confirmed"
1976-11-25,1976,USA,Florida,M,19,,False,10,Mañana,Toro,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow"
1976-11-23,1976,SOUTH AFRICA,KwaZulu-Natal,M,17,,,,,,Laceration to foot
1976-11-01,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupants. Hooked shark bit boat's transom, PROVOKED INCIDENT"
1976-10-27,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupants, shark leapt on bow of boat"
1976-10-18,1976,USA,California,M,25,,False,14,Tarde,Blanco,Leg bitten 
1976-10-06,1976,SOUTH AFRICA,Eastern Cape Province,M,20,,False,11,Mañana,Blanco,Left thigh lacerated
1976-09-22,1976,NEW CALEDONIA,,NAN,,,False,,,,It was believed that survivors were killed by sharks
1976-09-19,1976,AUSTRALIA,South Australia,M,27,,False,,,,"Right leg bitten below the knee, left ankle & foot lacerated"
1976-09-17,1976,HONG KONG,South China Sea 200 miles from Hong Kong,M,,,True,,,,"FATAL, right leg bitten"
1976-09-12,1976,USA,Florida,M,16,,True,,,,FATAL
1976-09-12,1976,USA,Florida,M,,,True,,,,FATAL
1976-09-06,1976,USA,Florida,M,15,,False,14,Tarde,Tigre,Laceration to left lower leg
1976-08-26,1976,USA,North Carolina,M,23,,False,,,,Right ankle & foot lacerated
1976-08-24,1976,USA,Oregon,M,19,,False,14,Tarde,Blanco,"No injury, board bitten"
1976-07-24,1976,USA,Florida,M,24,,False,10,Mañana,,Lacerations to forearms
1976-07-21,1976,USA,Louisiana,M,10,,False,,,,Leg bitten
1976-07-16,1976,USA,Hawaii,M,18,,True,,,,"FATAL, disappeared while diving, lower portion of body recovered"
1976-07-12,1976,USA,Florida,M,23,,False,,,,"""lost part of a finger"""
1976-06-23,1976,USA,Florida,M,17,,False,,,,Lacerations to right arm
1976-06-10,1976,USA,Hawaii,M,,,False,,,,Leg & foot bitten
,1976,ITALY,Reggio Calabria Province,M,46,,False,,,,Shark rammed boat PROVOKED INCIDENT
1976-06-01,1976,AUSTRALIA,Queensland,F,,,False,,,,"Shark jumped in boat, hitting her in the face & knocking her unconscious"
1976-05-02,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,,"Shark following hooked fish, rammed & holed boat"
1976-04-28,1976,USA,Texas,NAN,,,,,,,"Possible drowning victim, remains retrieved from 400-lb shark caught by fishermen on 28-Apr-1976"
1976-03-12,1976,USA,Florida,M,,,False,14,Tarde,,Lacerations to left leg
1976-03-12,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,,"No injury to occupants, shark buckled prop shaft"
1976-03-09,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,Shark breached hull of boat
1976-03-02,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"Shark leapt into boat, hitting Fanie Schoeman on his back before sliding into the sea"
1976-02-03,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupants, shark rammed bow, driving its head into the hull"
1976-01-13,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,,"No injury to occupants, After shark was harpooned & shot, it holed the boat PROVOKED INCIDENT"
1976-01-12,1976,AUSTRALIA,Queensland,F,,,False,,,,Survived
1976-01-11,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,7,Mañana,Blanco,"Hooked shark leapt onboard & into fish well, which it smashed PROVOKED INCIDENT"
1976-01-08,1976,USA,Florida,M,25,,False,,,,Puncture wounds to head & neck
1976-01-02,1976,NEW ZEALAND,North Island,M,,,True,13,Tarde,,FATAL
1976-01-01,1976,USA,Hawaii,M,,,True,,,,"FATAL, lost consciousness at depth of 180'. Large sharks seen near partial remains of body"
1975-12-29,1975,AUSTRALIA,South Australia,NAN,,,False,,,,"No injury, shark charged & rammed boat several times"
1975-12-06,1975,USA,California,M,27,,False,12,Tarde,Blanco,Leg bitten
1975-12-02,1975,AUSTRALIA,New South Wales,M,35,,False,,,,Tooth mark in left elbow PROVOKED INCIDENT
1975-11-19,1975,AUSTRALIA,New South Wales,M,20,,False,,,,Laceration to posterior thigh
1975-11-19,1975,SOUTH AFRICA,KwaZulu-Natal,M,33,,False,10,Mañana,,Left foot lacerated
1975-11-07,1975,AUSTRALIA,Queensland,M,,,False,,,,Puncture wounds in hand
1975-11-02,1975,USA,Florida,M,18,,False,,,,Foot bitten
1975-10-21,1975,USA,New Jersey,M,,,,11,Mañana,,"""Tooth marks"" in left leg"
1975-10-12,1975,AUSTRALIA,New South Wales,M,20,,False,,,,"Cracked jaw & broken tooth, shark took chunk out of surfboard"
1975-10-04,1975,USA,California,NAN,,,,,,,
1975-09-01,1975,SOUTH AFRICA,KwaZulu-Natal,M,21,,False,,,,Right foot & ankle lacerated
1975-08-17,1975,SOUTH AFRICA,Eastern Cape Province,M,19,,False,13,Tarde,Blanco,Left leg & surfboard bitten
1975-08-12,1975,USA,Florida,M,20,,False,12,Tarde,,"Calf bitten, leg surgically amputated below the knee  Note: by late August, 3 more bathers had been bitten by sharks at Daytona Beach"
1975-08-09,1975,USA,California,M,44,,False,13,Tarde,Blanco,"Shoulder, arm & hand lacerated"
1975-08-04,1975,HONG KONG,Mirs Bay ,M,24,,False,,,,"Leg bitten, surgically amputated"
1975-07-30,1975,USA,Oregon,F,62,,True,,,,"FATAL, arms & legs bitten"
1975-07-30,1975,AUSTRALIA,Tasmania,M,37,,True,,,Blanco,FATAL
,1975,USA,Florida,M,24,,False,,,,Forearms lacerated
1975-07-26,1975,AUSTRALIA,Queensland,M,21,,False,,,,Buttocks & leg bitten
1975-07-23,1975,USA,California,M,23,,False,14,Tarde,Blanco,Legs bitten
1975-07-19,1975,USA,California,M,34,,False,13,Tarde,Blanco,"No injury, swim fin torn"
1975-07-15,1975,USA,Florida,F,14,,False,,,,Arm lacerated
1975-07-05,1975,AUSTRALIA,Western Australia,M,29,,False,,,,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT
1975-07-04,1975,USA,Florida,M,16,,False,,,,"Foot bitten, tendons damaged"
1975-06-23,1975,USA,South Carolina,M,18,,False,16,Tarde,,Lacerations to right foot
1975-06-23,1975,USA,South Carolina,F,15,,False,14,Tarde,,Hand & wrist bitten
1975-06-15,1975,USA,Alabama,M,27,,False,,,,Left leg bitten
,1975,USA,Florida,M,20,,False,,,,"No injury, board bumped"
1975-06-01,1975,USA,Florida,M,,,False,,,,Slightly injured when he stepped on a shark PROVOKED INCIDENT
1975-05-25,1975,USA,Florida,M,17,,False,10,Mañana,,Right foot bitten
1975-05-20,1975,USA,Florida,F,10,,False,,,,Leg bitten
1975-04-25,1975,ITALY,Genoa Province,M,37,,,,,,The press reported this as an attack by a white shark but the diver was the agressor
1975-04-18,1975,SOUTH AFRICA,KwaZulu-Natal,M,,,,,,,Probable drowning / scavenging
1975-04-05,1975,SOUTH AFRICA,Western Cape Province,M,,,False,,,Blanco,"No injury, rammed by shark"
1975-03-29,1975,SOUTH AFRICA,KwaZulu-Natal,M,,,,,,,Probable drowning / scavenging by a white shark
1975-03-18,1975,AUSTRALIA,Queensland,F,,,False,,,,Hand bitten
1975-03-16,1975,USA,Florida,M,14,,False,,,,Left leg & foot bitten
1975-03-13,1975,AUSTRALIA,Queensland,NAN,18,,False,,,,Laceration to thigh by captive shark PROVOKED INCIDENT
1975-03-09,1975,SOUTH AFRICA,Western Cape Province,M,,,False,,,,Left leg bitten  PROVOKED INCIDENT
1975-03-01,1975,BANGLADESH,Ganges-Brahmaputra delta,NAN,,,True,,,,"FATAL, of 190 passengers & crew thrown into the water, 50 people were said to have been killed by sharks"
1975-02-23,1975,SOUTH AFRICA,KwaZulu-Natal,M,16,,False,10,Mañana,,Foot severed
,1975,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,,Shark bit rudder & hull
1975-02-10,1975,AUSTRALIA,South Australia,M,12,,True,18,Tarde,Blanco,Right leg  severed FATAL
1975-02-09,1975,AUSTRALIA,Victoria,M,45,,False,,,,Puncture wounds to right shoulder
1975-02-07,1975,AUSTRALIA,Queensland,M,,,False,,,,Survived
1975-02-01,1975,SOUTH AFRICA,Western Cape Province,M,12,,False,,,,Foot bitten by shark he was gaffing  PROVOKED INCIDENT
1975-01-19,1975,AUSTRALIA,South Australia,M,17,,True,,,,"FATAL, body not recovered"
1975-01-01,1975,BERMUDA,,M,25,,False,,,,Laceration to right ankle
1975-01-01,1975,REUNION,,M,,,True,,,,FATAL
1974-12-21,1974,AUSTRALIA,South Australia,M,,,False,,,Blanco,No injury to occupant
1974-12-12,1974,AUSTRALIA,Western Australia,NAN,32,,False,,,,Survived
1974-11-01,1974,USA,Florida,M,24,,False,,,,Laceration to foot
1974-09-28,1974,USA,California,M,17,,False,7,Mañana,Blanco,"Thigh, lower back and surfboard bitten"
1974-09-14,1974,USA,California,M,29,,False,13,Tarde,Blanco,Major injuries
1974-09-07,1974,ISRAEL,Red Sea,F,20,,False,17,Tarde,,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated "
1974-09-02,1974,USA,California,M,41,,False,17,Tarde,Blanco,Minor injuries to hand
1974-09-02,1974,USA,California,M,48,,False,17,Tarde,Blanco,Minor bite on foot & swimfin
1974-09-01,1974,AUSTRALIA,Queensland,M,30,,False,,,,"Missing, believed taken by a shark"
1974-09-01,1974,USA,Oregon,M,24,,False,,,Blanco,No injury
1974-08-23,1974,HONG KONG,Mirs Bay ,M,22,,False,,,,Survived
1974-08-16,1974,HONG KONG,Mirs Bay ,M,,,True,,,,FATAL
1974-08-16,1974,HONG KONG,Mirs Bay ,M,19,,False,,,,Arm broken & severely lacerated
1974-08-16,1974,HONG KONG,Mirs Bay ,M,18,,False,,,,Left foot bitten
1974-08-10,1974,CROATIA, Split-Dalmatia County,M,21,,True,15,Tarde,Blanco,Foot severed FATAL
1974-08-05,1974,USA,California,M,,,False,,,Blanco,Minor injuries to hand
1974-07-26,1974,USA,California,M,36,,False,,,Blanco,Minor bite on heel & swim fin bitten
1974-07-20,1974,USA,Georgia,M,17,,True,,,,FATAL
1974-07-02,1974,USA,Florida ,M,10,,True,,,,Arm bitten FATAL
1974-06-20,1974,USA,Florida,F,61,,False,8,Mañana,,Lacerations to hip and leg
1974-05-26,1974,USA,California,M,45,,False,11,Mañana,Blanco,Leg bitten
,1974,BRAZIL,,M,,,True,,,,FATAL
1974-04-20,1974,SOUTH AFRICA,Western Cape Province,M,22,,False,,,,Left knee lacerated
1974-04-14,1974,SOUTH AFRICA,Eastern Cape Province,M,19,,False,15,Tarde,,Lower right leg lacerated
1974-04-12,1974,USA,Florida,F,11,,False,,,,Foot bitten
1974-04-04,1974,SOUTH AFRICA,KwaZulu-Natal,M,17,,False,16,Tarde,,Right foot lacerated
1974-03-21,1974,SOUTH AFRICA,KwaZulu-Natal,M,21,,False,16,Tarde,,"No injury, surfboard bitten"
1974-03-01,1974,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupant, shark holed boat"
1974-02-13,1974,SOUTH AFRICA,KwaZulu-Natal,M,14,,False,19,Noche,,"Right calf removed, leg surgically amputated below the knee"
1974-02-13,1974,SOUTH AFRICA,KwaZulu-Natal,M,19,,False,19,Noche,,Right shin lacerated
1974-02-01,1974,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupant, but  a shark chasing a hooked fish holed his boat above the waterline"
,1974,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury,  shark leapt into boat & bit one of the boat's seats"
1974-01-13,1974,SOUTH AFRICA,KwaZulu-Natal,M,42,,False,,,,2 minor lacerations in foot
1974-01-09,1974,AUSTRALIA,South Australia,M,26,,True,,,Blanco,"FATAL, right leg severed  "
1974-01-07,1974,SOUTH AFRICA,KwaZulu-Natal,M,33,,False,14,Tarde,,Knee & calf lacerated
1974-01-07,1974,MOZAMBIQUE,Gaza,M,,,True,,,,FATAL
1974-01-07,1974,MOZAMBIQUE,Gaza,M,32,,True,,,,FATAL
,1974,AUSTRALIA,Western Australia,M,,,False,,,,8 to 10 puncture marks around knee
1974-01-01,1974,CROATIA,Primorje-Gorski Kotar County ,NAN,,,True,,,,FATAL
1973-12-25,1973,MOZAMBIQUE,Gaza,M,41,,False,11,Mañana,,"Right leg severed at knee, abrasion on left ankle"
1973-12-21,1973,MOZAMBIQUE,Gaza,M,20,,True,12,Tarde,,FATAL
,1973,PHILIPPINES,Luzon,M,19,,True,,,,FATAL
1973-12-18,1973,USA,Hawaii,M,,,False,,,,Leg bitten
1973-12-01,1973,MEXICO,Guerrero,M,,,True,,,,FATAL
1973-11-25,1973,AUSTRALIA,Western Australia,NAN,,,False,,,,Survived
1973-11-24,1973,USA,Florida,M,13,,False,,,,Foot bitten
1973-11-03,1973,AUSTRALIA,Queensland,M,,,False,,,,Knee lacerated
1973-09-29,1973,SOUTH AFRICA,KwaZulu-Natal,M,,,True,,,,"FATAL, thigh bitten "
1973-09-14,1973,BAHAMAS,Grand Bahama Island,M,11,,False,14,Tarde,Toro,Left hand & forearm lacerated
,1973,HONG KONG,Mirs Bay ,M,20,,True,,,,FATAL
1973-09-09,1973,MEXICO,Baja California,M,37,,True,16,Tarde,Blanco,"FATAL, leg bitten "
1973-09-01,1973,EGYPT,Red Sea,M,,,False,,,Tigre,Massive wound on right thigh with femur exposed
1973-08-27,1973,AUSTRALIA,Queensland,NAN,21,,,,,,
1973-08-25,1973,AUSTRALIA,Queensland,M,16,,False,,,,Right foot severed
1973-08-16,1973,USA,Virginia,M,17,,False,,,,Elbow bitten
1973-06-13,1973,HONG KONG,,M,,,False,,,,"One man was killed by a shark, the other was injured"
1973-04-04,1973,MEXICO,Guerrero,M,45,,True,18,Tarde,,"FATAL, multiple bites "
1973-03-26,1973,AUSTRALIA,Queensland,M,,,False,,,,Survived
1973-03-05,1973,MOZAMBIQUE,Gaza,M,28,,True,,,,FATAL
1973-03-01,1973,SOUTH AFRICA,KwaZulu-Natal,M,26,,False,,,,Hip bruised
1973-02-27,1973,MEXICO,Guerrero,NAN,57,,True,,,,"FATAL, multiple bites "
1973-01-21,1973,SOUTH AFRICA,KwaZulu-Natal,M,,,False,,,,Hooked & gaffed shark bit his right elbow PROVOKED INCIDENT
1973-01-09,1973,USA,Hawaii,M,,,False,,,,Leg bitten
1973-01-01,1973,PALAU,Aulong Island,M,,,False,,,Tigre,"No injury, shark grabbed scuba tank and descended to 110' before releasing him "
1973-01-01,1973,PALAU,Western Caroline Islands,M,,,False,,,,Hand & right shoulder lacerated
1973-01-01,1973,SOUTH AFRICA,Eastern Cape Province,M,13,,False,8,Mañana,,"No injury, surboard flung into air & dented"
1972-12-31,1972,SOUTH AFRICA,Western Cape Province,M,29,,False,14,Tarde,,Lower left leg & foot bitten
1972-12-26,1972,MOZAMBIQUE,Gaza,M,25,,False,15,Tarde,,"Hip, leg, arm, hand & shoulder bitten"
1972-12-25,1972,MEXICO,Guerrero,M,17,,True,,,,"FATAL, hand severed, right leg and torso bitten "
1972-12-24,1972,SOUTH AFRICA,Western Cape Province,M,,,False,9,Mañana,Blanco,"No injury, swim fin bitten"
1972-12-21,1972,AUSTRALIA,Queensland,M,,,False,,,,Hand bitten
1972-12-08,1972,AUSTRALIA,New South Wales,NAN,24,,False,,,,PROVOKED INCIDENT
1972-12-01,1972,REUNION,Saint-Philippe,NAN,,,True,,,,FATAL
1972-10-21,1972,AUSTRALIA,Queensland,M,24,,False,,,,Right arm bitten
1972-10-21,1972,AUSTRALIA,New South Wales,M,19,,False,,,,Lacerations to thigh & buttocks
1972-10-14,1972,USA,US Virgin Islands,M,,,True,,,,"FATAL, body not recovered"
1972-10-14,1972,USA,Florida,M,17,,False,,,,Survived
,1972,NEW ZEALAND,North Island,M,17,,False,,,,"No injury, leg of jeans torn off"
1972-09-09,1972,USA,California,M,,,False,10,Mañana,Blanco,Legs & board bitten
1972-09-04,1972,MOZAMBIQUE,Maputo Province,F,20,,,,,,Feet injured
1972-08-29,1972,USA,Florida,M,15,,False,,,,Left calf bitten
1972-08-17,1972,USA,Hawaii,M,,,False,,,,Forearm bitten
1972-08-08,1972,AUSTRALIA,Tasmania,M,45,,False,,,Blanco,Left foot bitten
1972-07-05,1972,USA,California,NAN,,,,,,,Sharks reportedly bit legs & fins 
,1972,AUSTRALIA,Queensland,M,,,True,,,,FATAL
1972-06-10,1972,USA,Florida,M,22,,False,11,Mañana,,Buttocks bitten
1972-05-28,1972,USA,California,M,32,,False,13,Tarde,Blanco,Bitten on legs & buttock
1972-05-06,1972,FRENCH POLYNESIA,Tuamotus,M,27,,False,,,,Thigh bitten
1972-04-16,1972,WESTERN SAMOA,Upolu Island,M,25,,True,,,Tigre,FATAL
1972-04-01,1972,AUSTRALIA,Queensland,F,,,False,,,,Left leg bitten
1972-04-01,1972,MOZAMBIQUE,Gaza,M,19,,True,17,Tarde,,FATAL
1972-03-21,1972,PACIFIC OCEAN ,,M,33,,False,,,,Arm bitten by hooked shark PROVOKED INCIDENT
1972-03-16,1972,USA,Hawaii,M,,,False,,,,Leg bitten
1972-02-20,1972,AUSTRALIA,Victoria,M,18,,False,11,Mañana,,Laceration above knee
1972-02-12,1972,AUSTRALIA,Tasmania,NAN,,,False,,,,Survived
1972-01-01,1972,SOUTH AFRICA,Eastern Cape Province,M,20,,True,,,,"FATAL, coroner's Verdict: ""Death presumably through shark attack & drowning"""
1972-01-01,1972,SOUTH AFRICA,KwaZulu-Natal,F,30,,False,20,Noche,,Foot bitten
1972-01-01,1972,MOZAMBIQUE,Gaza,M,24,,False,16,Tarde,Blanco,"Leg severed at knee,  hand severed, arms, torso & buttock severely lacerated"
1972-01-01,1972,MOZAMBIQUE,Maputo Province,M,,,False,,,,Puncture wounds to arm
1972-01-01,1972,FRANCE,Antibes,NAN,,,False,,,Blanco,Shoulder injured
1972-01-01,1972,MARSHALL ISLANDS,Illeginni Atoll,M,,,False,,,,Right hand & torso lacerated
1971-12-23,1971,AUSTRALIA,New South Wales,NAN,22,,False,,,,Survived
1971-12-16,1971,SOUTH AFRICA,Western Cape Province,F,16,,False,14,Tarde,Blanco,Right forearm bitten
1971-12-05,1971,AUSTRALIA,Queensland,M,20,,True,,,,FATAL
,1971,HONG KONG,Mirs Bay ,M,20,,False,,,,"Left leg severely bitten, surgically amputated"
1971-10-27,1971,AUSTRALIA,New South Wales,NAN,20,,False,,,,PROVOKED INCIDENT
1971-10-23,1971,USA,Florida,M,18,,False,,,,"Right shoulder, arm & hand bitten"
1971-10-14,1971,SOUTH AFRICA,KwaZulu-Natal,M,25,,False,,,,Wrist & hand lacerated
1971-10-02,1971,USA,California,M,30,,False,14,Tarde,Blanco,Bitten on legs
1971-09-25,1971,USA,North Carolina,NAN,17,,False,,,,Left foot injured
1971-09-07,1971,CROATIA,Istria County,M,34,,True,10,Mañana,Blanco,FATAL
1971-09-05,1971,AUSTRALIA,South Australia,M,51,,True,,,," FATAL. Shark bite was minor injury, but he suffered a heart attack afterwards and died 6 hours later"
1971-08-21,1971,AUSTRALIA,New South Wales,M,26,,False,13,Tarde,,Eight puncture wounds to right leg by captive shark PROVOKED INCIDENT
1971-07-26,1971,USA,Florida,M,8,,False,,,,Laceration to left ankle
1971-07-19,1971,USA,California,M,,,False,,,Blanco,"Major injuries to head, buttocks & back"
1971-06-30,1971,SOUTH AFRICA,Western Cape Province,M,21,,False,15,Tarde,Blanco,Leg & surfboard bitten
1971-06-01,1971,BRITISH ISLES,South Devon,M,32,,False,,,,"No injury, said to have been attacked by shark but drove it away with a lobster hook"
,1971,KENYA,Coast Province,M,16,,False,,,,Right foot bitten
1971-04-11,1971,SOUTH AFRICA,Western Cape Province,M,,,True,11,Mañana,Blanco,"FATAL, multiple bites "
1971-04-06,1971,MEXICO,Guerrero,M,19,,True,11,Mañana,,"FATAL, left thigh bitten "
1971-04-05,1971,VENEZUELA,,M,14,,True,,,,"FATAL, body not recovered"
1971-04-05,1971,VENEZUELA,,M,66,,True,,,,"FATAL, body not recovered"
,1971,MOZAMBIQUE,Between Beira & Maputo,NAN,,,True,,,,"FATAL, it was  thought  the surviving crew  were taken by sharks"
1971-03-30,1971,NEW ZEALAND,South Island,M,16,,False,10,Mañana,Blanco,Lacerations to left leg 
1971-01-02,1971,AUSTRALIA,Tasmania,M,,,False,16,Tarde,,Torso lacerated
1971-01-01,1971,USA,California,M,,,False,,,Blanco,"Minor injury, arc of tooth impressions in wetsuit"
1971-01-01,1971,AUSTRALIA,South Australia,M,15,,False,,,Blanco,Severe lacerations to thigh
1971-01-01,1971,CROATIA,Istria ,M,,,,,,Blanco,FATAL
1971-01-01,1971,IRAN,Khuzestan Province,M,,,False,,,,Survived
1970-12-17,1970,MOZAMBIQUE,Inhambe Province,M,18,,True,15,Tarde,,"FATAL, arm severed  "
1970-12-13,1970,MOZAMBIQUE,Inhambe Province,M,,,True,,,,"FATAL, decapitated and arm severed"
1970-12-07,1970,MICRONESIA,Namonuito Atoll,M,,,False,23,Noche,,Laceration to thigh
1970-12-03,1970,USA,Hawaii,M,41,,False,,,,Right thigh lacerated
1970-11-01,1970,,,M,,,False,,,,Extensive injuries
1970-10-24,1970,USA,Hawaii,M,,,False,,,,Shoulder & arm bitten
1970-10-01,1970,USA,Florida,M,,,False,,,,Bitten on right leg above the ankle
1970-09-28,1970,MICRONESIA,Eastern Caroline Islands,M,43,,False,10,Mañana,,Lacerations & punctures to right arm & shoulder 
1970-09-13,1970,PALAU,Western Caroline Islands (North Pacific Ocean),M,20,,False,,,,"Another diver shot shark, shark bit his left foream  PROVOKED INCIDENT"
1970-09-05,1970,USA,Florida,M,18,,False,11,Mañana,,Laceration to left foot
1970-09-02,1970,AUSTRALIA,New South Wales,M,20,,False,,,,PROVOKED INCIDENT
1970-09-01,1970,USA,South Carolina,M,,,False,,,,Foot lacerated
1970-09-01,1970,USA,Florida,M,,,False,,,,Calf / knee injured?
1970-08-02,1970,,Caribbean Sea,NAN,,,,,,,"Sharks scavenged on bodies, but no record of them injuring survivors "
1970-07-05,1970,,,M,,,False,,,,Finger or toe severed
1970-06-22,1970,USA,Florida,M,13,,False,,,,Bitten on calf by hooked shark PROVOKED INCIDENT
1970-06-15,1970,SOUTH AFRICA,KwaZulu-Natal,M,25,,False,16,Tarde,,2 cm laceration on knee PROVOKED INCIDENT
1970-06-13,1970,GRENADA,St. Andrew Parish,M,16,,True,14,Tarde,,"FATAL, multiple injuries to both legs  "
1970-06-13,1970,GRENADA,St. Andrew Parish,M,18,,True,14,Tarde,,"FATAL, body not recovered"
1970-06-01,1970,PHILIPPINES,200 nm southeast of Manila,NAN,,,True,,,,"2 people survived, 6 drowned & the others were killed by sharks"
1970-04-04,1970,GRENADA,St. Andrew Parish,M,14,,True,16,Tarde,,"FATAL, body not recovered"
1970-04-01,1970,,,M,,,False,,,,Arm abraded & lacerated. Recorded as PROVOKED INCIDENT
1970-04-01,1970,SOLOMON ISLANDS,,M,,,,,,,No details
1970-03-31,1970,USA,Hawaii,M,,,,,,,"Swept out to sea,  5.5 m [18'] shark seen in the vicinity, body not recovered. "
1970-03-23,1970,USA,Florida,M,19,,False,,,,Foot & calf lacerated
